"","POVI","Date","HR","Tb_predict","Tb_obs"
"1318","POVI_18","2019-02-01",20,36.6,33
"1319","POVI_18","2019-02-01",21,36,33
"1320","POVI_18","2019-02-01",22,35.2,32
"1321","POVI_18","2019-02-01",23,34.4,31.5
"1322","POVI_18","2019-02-02",0,33.3,30.5
"1323","POVI_18","2019-02-02",1,32.4,29.5
"1324","POVI_18","2019-02-02",2,31.3,28.5
"1325","POVI_18","2019-02-02",3,29.5,27
"1326","POVI_18","2019-02-02",4,29.8,27
"1327","POVI_18","2019-02-02",5,29.7,26.5
"1328","POVI_18","2019-02-02",6,30.6,27.5
"1329","POVI_18","2019-02-02",7,34.3,30.5
"1330","POVI_18","2019-02-02",8,34.5,31
"1331","POVI_18","2019-02-02",9,35.3,32
"1332","POVI_18","2019-02-02",10,37.7,33
"1333","POVI_18","2019-02-02",11,39.8,35
"1334","POVI_18","2019-02-02",12,42.2,37
"1335","POVI_18","2019-02-02",13,42.9,37.5
"1336","POVI_18","2019-02-02",14,42.7,38
"1337","POVI_18","2019-02-02",15,42.5,38.5
"1338","POVI_18","2019-02-02",16,42,38
"1339","POVI_18","2019-02-02",17,40.7,37
"1340","POVI_18","2019-02-02",18,36.8,34.5
"1341","POVI_18","2019-02-02",19,34.5,32.5
"1342","POVI_18","2019-02-02",20,33.6,31
"1343","POVI_18","2019-02-02",21,32,30
"1344","POVI_18","2019-02-02",22,30.7,29
"1345","POVI_18","2019-02-02",23,28.9,27.5
"1346","POVI_18","2019-02-03",0,27.7,26
"1347","POVI_18","2019-02-03",1,28.7,26.5
"1348","POVI_18","2019-02-03",2,28.7,26.5
"1349","POVI_18","2019-02-03",3,28.2,26.5
"1350","POVI_18","2019-02-03",4,27.7,26
"1351","POVI_18","2019-02-03",5,27.7,25.5
"1352","POVI_18","2019-02-03",6,28.8,26
"1353","POVI_18","2019-02-03",7,31.9,28.5
"1354","POVI_18","2019-02-03",8,35.1,31.5
"1355","POVI_18","2019-02-03",9,36.3,33
"1356","POVI_18","2019-02-03",10,37.7,34
"1357","POVI_18","2019-02-03",11,40.2,34.5
"1358","POVI_18","2019-02-03",12,41.8,36
"1359","POVI_18","2019-02-03",13,42.8,37
"1360","POVI_18","2019-02-03",14,43,38
"1361","POVI_18","2019-02-03",15,42.8,38.5
"1362","POVI_18","2019-02-03",16,42.1,38
"1363","POVI_18","2019-02-03",17,40.3,37
"1364","POVI_18","2019-02-03",18,37.5,35
"1365","POVI_18","2019-02-03",19,34.7,33
"1366","POVI_18","2019-02-03",20,32.8,31
"1367","POVI_18","2019-02-03",21,30.2,29
"1368","POVI_18","2019-02-03",22,28.8,27
"1369","POVI_18","2019-02-03",23,27.7,26
"1370","POVI_18","2019-02-04",0,26.8,25
"1371","POVI_18","2019-02-04",1,27.3,25
"1372","POVI_18","2019-02-04",2,27.1,25
"1373","POVI_18","2019-02-04",3,26.2,24.5
"1374","POVI_18","2019-02-04",4,26.4,24.5
"1375","POVI_18","2019-02-04",5,26.6,24.5
"1376","POVI_18","2019-02-04",6,27.9,25.5
"1377","POVI_18","2019-02-04",7,31.5,28
"1378","POVI_18","2019-02-04",8,34.3,32.5
"1379","POVI_18","2019-02-04",9,35.4,32
"1380","POVI_18","2019-02-04",10,37.6,33
"1381","POVI_18","2019-02-04",11,39.7,34
"1382","POVI_18","2019-02-04",12,41.4,35.5
"1383","POVI_18","2019-02-04",13,42.5,37
"1384","POVI_18","2019-02-04",14,43,38
"1385","POVI_18","2019-02-04",15,43,38.5
"1386","POVI_18","2019-02-04",16,42.6,38.5
"1387","POVI_18","2019-02-04",17,40.7,38
"1388","POVI_18","2019-02-04",18,38.2,35.5
"1389","POVI_18","2019-02-04",19,35.3,33
"1390","POVI_18","2019-02-04",20,33.9,31.5
"1391","POVI_18","2019-02-04",21,31.9,30
"1392","POVI_18","2019-02-04",22,31,29
"1393","POVI_18","2019-02-04",23,30.1,28
"1394","POVI_18","2019-02-05",0,29.8,27.5
"1395","POVI_18","2019-02-05",1,29.1,27
"1396","POVI_18","2019-02-05",2,28.4,26.5
"1397","POVI_18","2019-02-05",3,28.2,26
"1398","POVI_18","2019-02-05",4,28.6,26.5
"1399","POVI_18","2019-02-05",5,27.7,25.5
"1400","POVI_18","2019-02-05",6,29.8,27
"1401","POVI_18","2019-02-05",7,33.6,30
"1402","POVI_18","2019-02-05",8,36.9,32.5
"1403","POVI_18","2019-02-05",9,39.4,35.5
"1404","POVI_18","2019-02-05",10,39.8,35.5
"1405","POVI_18","2019-02-05",11,39.6,35
"1406","POVI_18","2019-02-05",12,40.4,36
"1407","POVI_18","2019-02-05",13,41.4,36.5
"1408","POVI_18","2019-02-05",14,42.6,37.5
"1409","POVI_18","2019-02-05",15,42.6,38
"1410","POVI_18","2019-02-05",16,41.9,38
"1411","POVI_18","2019-02-05",17,40,37
"1412","POVI_18","2019-02-05",18,37.5,35
"1413","POVI_18","2019-02-05",19,35.6,33
"1414","POVI_18","2019-02-05",20,34.8,32
"1415","POVI_18","2019-02-05",21,34.1,31.5
"1416","POVI_18","2019-02-05",22,33.5,31
"1417","POVI_18","2019-02-05",23,32.9,30.5
"1418","POVI_18","2019-02-06",0,32.4,30
"1419","POVI_18","2019-02-06",1,31.9,29.5
"1420","POVI_18","2019-02-06",2,31.4,29
"1421","POVI_18","2019-02-06",3,31.1,28.5
"1422","POVI_18","2019-02-06",4,30.8,28
"1423","POVI_18","2019-02-06",5,30.3,28
"1424","POVI_18","2019-02-06",6,31.8,28.5
"1425","POVI_18","2019-02-06",7,34.7,31
"1426","POVI_18","2019-02-06",8,37.2,33
"1427","POVI_18","2019-02-06",9,36.4,33
"1428","POVI_18","2019-02-06",10,37.4,33.5
"1429","POVI_18","2019-02-06",11,38.6,34
"1430","POVI_18","2019-02-06",12,40.2,35.5
"1431","POVI_18","2019-02-06",13,41.2,36.5
"1432","POVI_18","2019-02-06",14,42,37.5
"1433","POVI_18","2019-02-06",15,42,38
"1434","POVI_18","2019-02-06",16,41.7,38
"1435","POVI_18","2019-02-06",17,37.2,34
"1436","POVI_18","2019-02-06",18,34.9,32
"1437","POVI_18","2019-02-06",19,33.3,31
"1438","POVI_18","2019-02-06",20,32.9,30
"1439","POVI_18","2019-02-06",21,31.9,29.5
"1440","POVI_18","2019-02-06",22,31.9,29.5
"1441","POVI_18","2019-02-06",23,31.9,29
"1442","POVI_18","2019-02-07",0,31.9,29.5
"1443","POVI_18","2019-02-07",1,32,29.5
"1444","POVI_18","2019-02-07",2,31.7,29
"1445","POVI_18","2019-02-07",3,26,24.5
"1446","POVI_18","2019-02-07",4,25.7,24
"1447","POVI_18","2019-02-07",5,27.9,25.5
"1448","POVI_18","2019-02-07",6,28.8,26
"1449","POVI_18","2019-02-07",7,31.3,28
"1450","POVI_18","2019-02-07",8,34.4,30.5
"1451","POVI_18","2019-02-07",9,38,33
"1452","POVI_18","2019-02-07",10,38.7,34.5
"1453","POVI_18","2019-02-07",11,40.3,36
"1454","POVI_18","2019-02-07",12,40.5,36.5
"1455","POVI_18","2019-02-07",13,40.5,37
"1456","POVI_18","2019-02-07",14,41.7,38.5
"1457","POVI_18","2019-02-07",15,41.7,38.5
"1458","POVI_18","2019-02-07",16,40.6,38
"1459","POVI_18","2019-02-07",17,39.4,36.5
"1460","POVI_18","2019-02-07",18,37.5,34.5
"1461","POVI_18","2019-02-07",19,35.3,33
"1462","POVI_18","2019-02-07",20,33.4,31
"1463","POVI_18","2019-02-07",21,31.3,29.5
"1464","POVI_18","2019-02-07",22,29.7,28
"1465","POVI_18","2019-02-07",23,29.7,27
"1466","POVI_18","2019-02-08",0,28.2,26.5
"1467","POVI_18","2019-02-08",1,27.1,25
"1468","POVI_18","2019-02-08",2,26.1,24
"1469","POVI_18","2019-02-08",3,25.1,23
"1470","POVI_18","2019-02-08",4,24.1,22.5
"1471","POVI_18","2019-02-08",5,23.3,21.5
"1472","POVI_18","2019-02-08",6,25.4,22
"1473","POVI_18","2019-02-08",7,31.9,28.5
"1474","POVI_18","2019-02-08",8,36.4,31.5
"1475","POVI_18","2019-02-08",9,36.5,33
"1476","POVI_18","2019-02-08",10,36.5,32.5
"1477","POVI_18","2019-02-08",11,38.8,33.5
"1478","POVI_18","2019-02-08",12,40.4,35
"1479","POVI_18","2019-02-08",13,41.9,36.5
"1480","POVI_18","2019-02-08",14,42.1,37.5
"1481","POVI_18","2019-02-08",15,42.5,38
"1482","POVI_18","2019-02-08",16,42.4,38
"1483","POVI_18","2019-02-08",17,41.7,38
"1484","POVI_18","2019-02-08",18,38.6,36.5
"1485","POVI_18","2019-02-08",19,34.6,33.5
"1486","POVI_18","2019-02-08",20,32.4,31
"1487","POVI_18","2019-02-08",21,30.1,29
"1488","POVI_18","2019-02-08",22,29.3,27.5
"1489","POVI_18","2019-02-08",23,29.9,27.5
"1490","POVI_18","2019-02-09",0,30.6,28
"1491","POVI_18","2019-02-09",1,30.5,28.5
"1492","POVI_18","2019-02-09",2,30.3,28
"1493","POVI_18","2019-02-09",3,29.8,27.5
"1494","POVI_18","2019-02-09",4,28.3,26.5
"1495","POVI_18","2019-02-09",5,27,25
"1496","POVI_18","2019-02-09",6,28.5,25.5
"1497","POVI_18","2019-02-09",7,32.8,29
"1498","POVI_18","2019-02-09",8,37.7,33
"1499","POVI_18","2019-02-09",9,36.9,33.5
"1500","POVI_18","2019-02-09",10,37.5,33.5
"1501","POVI_18","2019-02-09",11,40.3,34.5
"1502","POVI_18","2019-02-09",12,42,36
"1503","POVI_18","2019-02-09",13,42.8,37.5
"1504","POVI_18","2019-02-09",14,42.5,38
"1505","POVI_18","2019-02-09",15,41.9,38
"1506","POVI_18","2019-02-09",16,40.8,37.5
"1507","POVI_18","2019-02-09",17,38,35
"1508","POVI_18","2019-02-09",18,35.2,32.5
"1509","POVI_18","2019-02-09",19,32.9,30.5
"1510","POVI_18","2019-02-09",20,31.6,29
"1511","POVI_18","2019-02-09",21,29.7,27.5
"1512","POVI_18","2019-02-09",22,28.2,26.5
"1513","POVI_18","2019-02-09",23,26.9,25
"1514","POVI_18","2019-02-10",0,25.7,24
"1515","POVI_18","2019-02-10",1,24.8,23
"1516","POVI_18","2019-02-10",2,23.9,22
"1517","POVI_18","2019-02-10",3,23.5,21.5
"1518","POVI_18","2019-02-10",4,22.8,21
"1519","POVI_18","2019-02-10",5,22,20.5
"1520","POVI_18","2019-02-10",6,23,21
"1521","POVI_18","2019-02-10",7,26.4,23.5
"1522","POVI_18","2019-02-10",8,32.2,28.5
"1523","POVI_18","2019-02-10",9,34.5,31
"1524","POVI_18","2019-02-10",10,33.4,30
"1525","POVI_18","2019-02-10",11,34.9,30.5
"1526","POVI_18","2019-02-10",12,36.6,32
"1527","POVI_18","2019-02-10",13,37.3,33
"1528","POVI_18","2019-02-10",14,38.3,34
"1529","POVI_18","2019-02-10",15,38.3,34.5
"1530","POVI_18","2019-02-10",16,37.8,34.5
"1531","POVI_18","2019-02-10",17,36.5,34
"1532","POVI_18","2019-02-10",18,34.4,32
"1533","POVI_18","2019-02-10",19,32,29.5
"1534","POVI_18","2019-02-10",20,29.6,27.5
"1535","POVI_18","2019-02-10",21,28.7,26.5
"1536","POVI_18","2019-02-10",22,27.5,25.5
"1537","POVI_18","2019-02-10",23,26,24
"1538","POVI_18","2019-02-11",0,24,22.5
"1539","POVI_18","2019-02-11",1,21.7,20.5
"1540","POVI_18","2019-02-11",2,20.1,19
"1541","POVI_18","2019-02-11",3,19.2,18
"1542","POVI_18","2019-02-11",4,18.5,17
"1543","POVI_18","2019-02-11",5,17.6,16
"1544","POVI_18","2019-02-11",6,18.8,17
"1545","POVI_18","2019-02-11",7,27.3,23
"1546","POVI_18","2019-02-11",8,36.4,31
"1547","POVI_18","2019-02-11",9,32.2,29
"1548","POVI_18","2019-02-11",10,33.6,29.5
"1549","POVI_18","2019-02-11",11,36.3,31
"1550","POVI_18","2019-02-11",12,38.8,33.5
"1551","POVI_18","2019-02-11",13,40.7,35
"1552","POVI_18","2019-02-11",14,41.2,36
"1553","POVI_18","2019-02-11",15,40.9,36.5
"1554","POVI_18","2019-02-11",16,40.5,36.5
"1555","POVI_18","2019-02-11",17,38.6,36
"1556","POVI_18","2019-02-11",18,36.5,34
"1557","POVI_18","2019-02-11",19,33.3,31.5
"1558","POVI_18","2019-02-11",20,30.1,28.5
"1559","POVI_18","2019-02-11",21,27.3,26.5
"1560","POVI_18","2019-02-11",22,25.5,24.5
"1561","POVI_18","2019-02-11",23,24,23
"1562","POVI_18","2019-02-12",0,22.6,21.5
"1563","POVI_18","2019-02-12",1,21.3,20.5
"1564","POVI_18","2019-02-12",2,21,19.5
"1565","POVI_18","2019-02-12",3,20.4,19
"1566","POVI_18","2019-02-12",4,19.6,18
"1567","POVI_18","2019-02-12",5,19.5,18
"1568","POVI_18","2019-02-12",6,21.3,18.5
"1569","POVI_18","2019-02-12",7,28.9,24
"1570","POVI_18","2019-02-12",8,33.5,29.5
"1571","POVI_18","2019-02-12",9,33.3,29.5
"1572","POVI_18","2019-02-12",10,35.4,30.5
"1573","POVI_18","2019-02-12",11,39.1,32.5
"1574","POVI_18","2019-02-12",12,41,35
"1575","POVI_18","2019-02-12",13,42.3,36.5
"1576","POVI_18","2019-02-12",14,43,38
"1577","POVI_18","2019-02-12",15,43,38
"1578","POVI_18","2019-02-12",16,42.7,38.5
"1579","POVI_18","2019-02-12",17,41.4,38
"1580","POVI_18","2019-02-12",18,38.7,36
"1581","POVI_18","2019-02-12",19,35.8,33.5
"1582","POVI_18","2019-02-12",20,33,31.5
"1583","POVI_18","2019-02-12",21,30.9,29.5
"1584","POVI_18","2019-02-12",22,29.7,28
"1585","POVI_18","2019-02-12",23,28.8,27
"1586","POVI_18","2019-02-13",0,28,26
"1587","POVI_18","2019-02-13",1,31.7,27.5
"1588","POVI_18","2019-02-13",2,32.6,29
"1589","POVI_18","2019-02-13",3,32.1,29
"1590","POVI_18","2019-02-13",4,32,29
"1591","POVI_18","2019-02-13",5,28.5,27
"1592","POVI_18","2019-02-13",6,27,25
"1593","POVI_18","2019-02-13",7,28,25.5
"1594","POVI_18","2019-02-13",8,29.3,27
"1595","POVI_18","2019-02-13",9,30.5,27.5
"1596","POVI_18","2019-02-13",10,32,28.5
"1597","POVI_18","2019-02-13",11,34.4,30
"1598","POVI_18","2019-02-13",12,36.2,31.5
"1599","POVI_18","2019-02-13",13,36.8,32.5
"1600","POVI_18","2019-02-13",14,37.2,33
"1601","POVI_18","2019-02-13",15,37,34
"1602","POVI_18","2019-02-13",16,36.1,33.5
"1603","POVI_18","2019-02-13",17,34,31.5
"1604","POVI_18","2019-02-13",18,31.4,29.5
"1605","POVI_18","2019-02-13",19,28.8,27.5
"1606","POVI_18","2019-02-13",20,27.6,26
"1607","POVI_18","2019-02-13",21,25.7,25
"1608","POVI_18","2019-02-13",22,24.5,23.5
"1609","POVI_18","2019-02-13",23,23.3,22.5
"1610","POVI_18","2019-02-14",0,22.2,21.5
"1611","POVI_18","2019-02-14",1,21.4,21
"1612","POVI_18","2019-02-14",2,20.7,20
"1613","POVI_18","2019-02-14",3,19.5,19.5
"1614","POVI_18","2019-02-14",4,18.7,18.5
"1615","POVI_18","2019-02-14",5,17.8,18
"1616","POVI_18","2019-02-14",6,18.7,18
"1617","POVI_18","2019-02-14",7,25.7,21.5
"1618","POVI_18","2019-02-14",8,25.3,23
"1619","POVI_18","2019-02-14",9,28,25
"1620","POVI_18","2019-02-14",10,32.9,28.5
"1621","POVI_18","2019-02-14",11,35.1,31
"1622","POVI_18","2019-02-14",12,34.9,30
"1623","POVI_18","2019-02-14",13,35.1,31
"1624","POVI_18","2019-02-14",14,35.8,31.5
"1625","POVI_18","2019-02-14",15,35.8,32
"1626","POVI_18","2019-02-14",16,34.7,32
"1627","POVI_18","2019-02-14",17,33.7,31.5
"1628","POVI_18","2019-02-14",18,31.9,29.5
"1629","POVI_18","2019-02-14",19,27.9,26.5
"1630","POVI_18","2019-02-14",20,25,24
"1631","POVI_18","2019-02-14",21,22.7,22
"1632","POVI_18","2019-02-14",22,21.2,20
"1633","POVI_18","2019-02-14",23,20.3,19
"1634","POVI_18","2019-02-15",0,19.6,18.5
"1635","POVI_18","2019-02-15",1,18.7,19
"1636","POVI_18","2019-02-15",2,18.7,19
"1637","POVI_18","2019-02-15",3,18.3,18.5
"1638","POVI_18","2019-02-15",4,18,18.5
"1639","POVI_18","2019-02-15",5,17.6,17.5
"1640","POVI_18","2019-02-15",6,19.2,17.5
"1641","POVI_18","2019-02-15",7,28.1,22.5
"1642","POVI_18","2019-02-15",8,36.6,32
"1643","POVI_18","2019-02-15",9,33.1,30
"1644","POVI_18","2019-02-15",10,34.9,30
"1645","POVI_18","2019-02-15",11,38.3,31
"1646","POVI_18","2019-02-15",12,40.3,34
"1647","POVI_18","2019-02-15",13,42.4,35.5
"1648","POVI_18","2019-02-15",14,43,37
"1649","POVI_18","2019-02-15",15,43.1,38
"1650","POVI_18","2019-02-15",16,43,38
"1651","POVI_18","2019-02-15",17,41.3,38.5
"1652","POVI_18","2019-02-15",18,40.4,37.5
"1653","POVI_18","2019-02-15",19,37.9,35.5
"1654","POVI_18","2019-02-15",20,36.1,33.5
"1655","POVI_18","2019-02-15",21,34.4,32.5
"1656","POVI_18","2019-02-15",22,32.6,30.5
"1657","POVI_18","2019-02-15",23,32,29.5
"1658","POVI_18","2019-02-16",0,31.8,29.5
"1659","POVI_18","2019-02-16",1,31.4,29
"1660","POVI_18","2019-02-16",2,30.1,28
"1661","POVI_18","2019-02-16",3,28.5,26.5
"1662","POVI_18","2019-02-16",4,28.2,26
"1663","POVI_18","2019-02-16",5,28.7,26
"1664","POVI_18","2019-02-16",6,29.3,26.5
"1665","POVI_18","2019-02-16",7,33.2,29.5
"1666","POVI_18","2019-02-16",8,36.5,33.5
"1667","POVI_18","2019-02-16",9,40.5,36.5
"1668","POVI_18","2019-02-16",10,38.8,34.5
"1669","POVI_18","2019-02-16",11,39.7,35
"1670","POVI_18","2019-02-16",12,39.3,35
"1671","POVI_18","2019-02-16",13,39.7,35
"1672","POVI_18","2019-02-16",14,39.4,35
"1673","POVI_18","2019-02-16",15,38.7,34.5
"1674","POVI_18","2019-02-16",16,39.8,36
"1675","POVI_18","2019-02-16",17,40.9,37.5
"1676","POVI_18","2019-02-16",18,38.3,35.5
"1677","POVI_18","2019-02-16",19,36,33.5
"1678","POVI_18","2019-02-16",20,35.1,32.5
"1679","POVI_18","2019-02-16",21,33.7,31.5
"1680","POVI_18","2019-02-16",22,32.2,30
"1681","POVI_18","2019-02-16",23,30.3,28
"1682","POVI_18","2019-02-17",0,29.6,27.5
"1683","POVI_18","2019-02-17",1,29.2,26.5
"1684","POVI_18","2019-02-17",2,29.8,27
"1685","POVI_18","2019-02-17",3,29.5,27
"1686","POVI_18","2019-02-17",4,28.4,26
"1687","POVI_18","2019-02-17",5,27.1,25
"1688","POVI_18","2019-02-17",6,27.9,25
"1689","POVI_18","2019-02-17",7,35.8,31.5
"1690","POVI_18","2019-02-17",8,37.1,34
"1691","POVI_18","2019-02-17",9,36.7,34
"1692","POVI_18","2019-02-17",10,37.4,33.5
"1693","POVI_18","2019-02-17",11,38.2,34
"1694","POVI_18","2019-02-17",12,38.9,34.5
"1695","POVI_18","2019-02-17",13,40.3,35
"1696","POVI_18","2019-02-17",14,40.9,36
"1697","POVI_18","2019-02-17",15,41.3,36
"1698","POVI_18","2019-02-17",16,40.2,36
"1699","POVI_18","2019-02-17",17,38.7,35
"1700","POVI_18","2019-02-17",18,37.6,34
"1701","POVI_18","2019-02-17",19,35,32.5
"1702","POVI_18","2019-02-17",20,34.4,31.5
"1703","POVI_18","2019-02-17",21,32.6,30
"1704","POVI_18","2019-02-17",22,31.3,29
"1705","POVI_18","2019-02-17",23,29.5,27.5
"1706","POVI_18","2019-02-18",0,27.8,25.5
"1707","POVI_18","2019-02-18",1,27.5,25.5
"1708","POVI_18","2019-02-18",2,27,25
"1709","POVI_18","2019-02-18",3,25.7,24
"1710","POVI_18","2019-02-18",4,25,23
"1711","POVI_18","2019-02-18",5,24.5,22.5
"1712","POVI_18","2019-02-18",6,25.5,23.5
"1713","POVI_18","2019-02-18",7,31.5,29
"1714","POVI_18","2019-02-18",8,37.5,33.5
"1715","POVI_18","2019-02-18",9,37,33
"1716","POVI_18","2019-02-18",10,37.8,33
"1717","POVI_18","2019-02-18",11,38.3,34
"1718","POVI_18","2019-02-18",12,39.3,35
"1719","POVI_18","2019-02-18",13,40.6,35.5
"1720","POVI_18","2019-02-18",14,41.1,36
"1721","POVI_18","2019-02-18",15,41.5,36.5
"1722","POVI_18","2019-02-18",16,42,37
"1723","POVI_18","2019-02-18",17,41.7,38
"1724","POVI_18","2019-02-18",18,41.7,38.5
"1725","POVI_18","2019-02-18",19,38.2,35.5
"1726","POVI_18","2019-02-18",20,35.5,32.5
"1727","POVI_18","2019-02-18",21,33.3,30.5
"1728","POVI_18","2019-02-18",22,32.1,29.5
"1729","POVI_18","2019-02-18",23,30.6,28
"1730","POVI_18","2019-02-19",0,31.9,29
"1731","POVI_18","2019-02-19",1,32.1,29
"1732","POVI_18","2019-02-19",2,31.3,28.5
"1733","POVI_18","2019-02-19",3,30,27.5
"1734","POVI_18","2019-02-19",4,29.8,27
"1735","POVI_18","2019-02-19",5,27.8,25.5
"1736","POVI_18","2019-02-19",6,28,25
"1737","POVI_18","2019-02-19",7,34.6,30.5
"1738","POVI_18","2019-02-19",8,36.1,32.5
"1739","POVI_18","2019-02-19",9,36.5,32.5
"1740","POVI_18","2019-02-19",10,37.6,33.5
"1741","POVI_18","2019-02-19",11,38.7,34.5
"1742","POVI_18","2019-02-19",12,40.3,35.5
"1743","POVI_18","2019-02-19",13,41.6,37
"1744","POVI_18","2019-02-19",14,43.2,38
"1745","POVI_18","2019-02-19",15,43.8,39
"1746","POVI_18","2019-02-19",16,43.2,38.5
"1747","POVI_18","2019-02-19",17,42.8,38
"1748","POVI_18","2019-02-19",18,40.4,37.5
"1749","POVI_18","2019-02-19",19,38,35.5
"1750","POVI_18","2019-02-19",20,36.6,33.5
"1751","POVI_18","2019-02-19",21,34.7,32
"1752","POVI_18","2019-02-19",22,33.2,30.5
"1753","POVI_18","2019-02-19",23,31.6,29
"1754","POVI_18","2019-02-20",0,30.1,28
"1755","POVI_18","2019-02-20",1,28.5,26.5
"1756","POVI_18","2019-02-20",2,27.3,25.5
"1757","POVI_18","2019-02-20",3,26.1,24
"1758","POVI_18","2019-02-20",4,25.1,23
"1759","POVI_18","2019-02-20",5,24.3,22.5
"1760","POVI_18","2019-02-20",6,24.8,22.5
"1761","POVI_18","2019-02-20",7,34.2,29.5
"1762","POVI_18","2019-02-20",8,36.3,31.5
"1763","POVI_18","2019-02-20",9,33,29.5
"1764","POVI_18","2019-02-20",10,33.5,30
"1765","POVI_18","2019-02-20",11,34.1,31
"1766","POVI_18","2019-02-20",12,35.2,31.5
"1767","POVI_18","2019-02-20",13,36.7,32.5
"1768","POVI_18","2019-02-20",14,38.4,34
"1769","POVI_18","2019-02-20",15,39.3,34.5
"1770","POVI_18","2019-02-20",16,38.8,35
"1771","POVI_18","2019-02-20",17,37.2,34.5
"1772","POVI_18","2019-02-20",18,33.7,31.5
"1773","POVI_18","2019-02-20",19,30.8,29
"1774","POVI_18","2019-02-20",20,29.1,27.5
"1775","POVI_18","2019-02-20",21,27.7,26.5
"1776","POVI_18","2019-02-20",22,26.9,25.5
"1777","POVI_18","2019-02-20",23,26,25
"1778","POVI_18","2019-02-21",0,24.3,23.5
"1779","POVI_18","2019-02-21",1,24,23
"1780","POVI_18","2019-02-21",2,23.9,23
"1781","POVI_18","2019-02-21",3,23,22
"1782","POVI_18","2019-02-21",4,22.3,21.5
"1783","POVI_18","2019-02-21",5,21.8,21
"1784","POVI_18","2019-02-21",6,22.5,21
"1785","POVI_18","2019-02-21",7,26.2,23.5
"1786","POVI_18","2019-02-21",8,29.9,26.5
"1787","POVI_18","2019-02-21",9,31.4,28
"1788","POVI_18","2019-02-21",10,32.4,29
"1789","POVI_18","2019-02-21",11,32.9,29.5
"1790","POVI_18","2019-02-21",12,34.1,30.5
"1791","POVI_18","2019-02-21",13,35.5,31.5
"1792","POVI_18","2019-02-21",14,37.5,33
"1793","POVI_18","2019-02-21",15,38.3,34
"1794","POVI_18","2019-02-21",16,38.6,35.5
"1795","POVI_18","2019-02-21",17,37.9,35.5
"1796","POVI_18","2019-02-21",18,35.2,33
"1797","POVI_18","2019-02-21",19,32.1,29.5
"1798","POVI_18","2019-02-21",20,28.8,27
"1799","POVI_18","2019-02-21",21,26.9,25
"1800","POVI_18","2019-02-21",22,25.9,24
"1801","POVI_18","2019-02-21",23,26.2,24
"1802","POVI_18","2019-02-22",0,27.1,25
"1803","POVI_18","2019-02-22",1,27.3,25
"1804","POVI_18","2019-02-22",2,27.2,25
"1805","POVI_18","2019-02-22",3,27.3,25
"1806","POVI_18","2019-02-22",4,27,25
"1807","POVI_18","2019-02-22",5,26.6,24.5
"1808","POVI_18","2019-02-22",6,29.5,27
"1809","POVI_18","2019-02-22",7,36,30.5
"1810","POVI_18","2019-02-22",8,37.1,33.5
"1811","POVI_18","2019-02-22",9,37.4,33
"1812","POVI_18","2019-02-22",10,38.2,35
"1813","POVI_18","2019-02-22",11,41.2,37.5
"1814","POVI_18","2019-02-22",12,40.7,36.5
"1815","POVI_18","2019-02-22",13,41.6,37.5
"1816","POVI_18","2019-02-22",14,41.4,37.5
"1817","POVI_18","2019-02-22",15,41.9,38
"1818","POVI_18","2019-02-22",16,40.5,37
"1819","POVI_18","2019-02-22",17,38.7,35.5
"1820","POVI_18","2019-02-22",18,36.3,33.5
"1821","POVI_18","2019-02-22",19,34.6,31.5
"1822","POVI_18","2019-02-22",20,33.7,30.5
"1823","POVI_18","2019-02-22",21,32.3,29.5
"1824","POVI_18","2019-02-22",22,31.4,28.5
"1825","POVI_18","2019-02-22",23,31.2,28.5
"1826","POVI_18","2019-02-23",0,30.3,27.5
"1827","POVI_18","2019-02-23",1,29.2,26.5
"1828","POVI_18","2019-02-23",2,28.1,25.5
"1829","POVI_18","2019-02-23",3,27.2,24.5
"1830","POVI_18","2019-02-23",4,26.2,24
"1831","POVI_18","2019-02-23",5,24.9,22.5
"1832","POVI_18","2019-02-23",6,25,23
"1833","POVI_18","2019-02-23",7,30.6,27
"1834","POVI_18","2019-02-23",8,40,33
"1835","POVI_18","2019-02-23",9,41.2,34
"1836","POVI_18","2019-02-23",10,34.5,31.5
"1837","POVI_18","2019-02-23",11,35.2,32
"1838","POVI_18","2019-02-23",12,36.9,33.5
"1839","POVI_18","2019-02-23",13,37.7,34.5
"1840","POVI_18","2019-02-23",14,39.3,36
"1841","POVI_18","2019-02-23",15,38.9,36.5
"1842","POVI_18","2019-02-23",16,39,36.5
"1843","POVI_18","2019-02-23",17,37.2,34.5
"1844","POVI_18","2019-02-23",18,34.5,31.5
"1845","POVI_18","2019-02-23",19,32.6,30
"1846","POVI_18","2019-02-23",20,30.9,28
"1847","POVI_18","2019-02-23",21,29.8,27
"1848","POVI_18","2019-02-23",22,28.1,26
"1849","POVI_18","2019-02-23",23,26.3,24
"1850","POVI_18","2019-02-24",0,26,23.5
"1851","POVI_18","2019-02-24",1,27.3,24.5
"1852","POVI_18","2019-02-24",2,27.2,24.5
"1853","POVI_18","2019-02-24",3,26.7,24
"1854","POVI_18","2019-02-24",4,25.9,23.5
"1855","POVI_18","2019-02-24",5,25,22.5
"1856","POVI_18","2019-02-24",6,25.3,22.5
"1857","POVI_18","2019-02-24",7,30.6,26.5
"1858","POVI_18","2019-02-24",8,33.8,30
"1859","POVI_18","2019-02-24",9,36.9,33
